Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.17156,,Insert,227748855,0,A,2000,161000,G,
0.171609,,Insert,227748863,0,A,980,127000,G,
0.190441,,Insert,227749039,0,B,1000,124800,G,
0.201208,,Cancel,7001698,,,-9999,,,
0.201208,,Cancel,7001699,,,-10000,,,
0.201208,,Insert,7001700,1,A,10000,127000,G,
0.201208,,Insert,7001701,1,B,10000,125800,G,
0.20184,,Insert,227749107,0,A,1060,126500,G,
0.202213,,Insert,227749111,0,A,1060,126500,G,
0.202246,,Insert,227749115,0,B,8000,126100,G,
0.202254,,Insert,227749119,0,B,1000,126300,G,
0.203424,,Insert,227749139,0,A,1000,126400,G,
0.203449,,Cancel,227748803,,,-1000,,,
0.203454,,Insert,227749147,0,B,8000,126200,G,
0.203455,,Insert,227749151,0,A,3000,126700,G,
0.203463,,Cancel,227748863,,,-980,,,
0.203471,,Insert,227749155,0,B,8000,126300,G,
0.203472,,Insert,227749159,0,A,8000,126500,G,
0.203505,,Cancel,227748855,,,-2000,,,
0.203505,,Insert,227749171,0,A,2000,160900,G,
0.215663,,Cancel,227749159,,,-8000,,,
0.215699,,Cancel,227749139,,,-1000,,,
0.21573,,Insert,227749355,0,A,2000,126600,G,
0.215927,,Insert,227749391,0,A,980,127000,G,
0.215944,,Cancel,227744535,,,-1000,,,
0.215946,,Cancel,227744099,,,-590,,,
0.2162,,Cancel,227749171,,,-2000,,,
0.2162,,Insert,227749451,0,A,2000,161000,G,
0.216246,,Insert,227749479,0,B,580,126300,G,
0.216255,,Insert,227749487,0,B,980,126300,G,
0.216265,,Insert,227749495,0,B,1000,126000,G,
0.216273,,Insert,227749499,0,B,1000,126300,G,
0.216562,,Cancel,227749479,,,-580,,,
0.21688,,Cancel,227747067,,,-1000,,,
0.21694,,Insert,227749591,0,B,1000,126400,G,
0.216975,,Insert,227749595,0,B,3000,126100,G,
0.216988,,Cancel,227747907,,,-3000,,,
0.21702,,Cancel,227747919,,,-2000,,,
0.21702,,Insert,227749611,0,B,2000,92600,G,
0.217418,,Cancel,227749591,,,-1000,,,
0.21745,,Insert,227749679,0,B,580,126300,G,
0.217502,,Cancel,227749611,,,-2000,,,
0.217502,,Insert,227749687,0,B,2000,92500,G,
0.217625,,Cancel,227749687,,,-2000,,,
0.217625,,Insert,227749699,0,B,2000,92600,G,
0.224499,,Cancel,227749679,,,-580,,,
0.224578,,Insert,227749887,0,A,980,126500,G,
0.224602,,Insert,227749891,0,A,1000,126500,G,
0.224662,,Cancel,227749495,,,-1000,,,
0.224808,,Insert,227749911,0,B,980,125700,G,
0.22491,,Cancel,227749699,,,-2000,,,
0.22491,,Insert,227749915,0,B,2000,92500,G,
0.224924,,Cancel,227749487,,,-980,,,
0.225019,,Insert,227749931,0,A,1000,126500,G,
0.225483,,Insert,227749943,0,A,1000,126500,G,
0.225511,,Insert,227749947,0,A,580,126500,G,
0.226582,,Cancel,227749595,,,-3000,,,
0.228883,test2,Insert,1,1,B,40,125700,F,
0.228883,test2,Cancel,1,,,-40,,,
0.231533,test2,Insert,2,1,A,40,125700,F,
0.231533,test2,Trade,2,1,A,40,125800,,1006
0.232116,test2,Hedge,3,0,B,40,126500,,
0.23575,,Cancel,227749943,,,-1000,,,
0.235778,,Insert,227750075,0,A,1000,126600,G,
0.274583,,Cancel,227749499,,,-1000,,,
0.274667,,Insert,227750551,0,A,1000,127900,G,
0.274936,,Cancel,227749391,,,-980,,,
0.275031,,Cancel,227749451,,,-2000,,,
0.275031,,Insert,227750651,0,A,2000,160900,G,
0.275039,,Insert,227750655,0,A,980,127000,G,
0.275237,,Insert,227750691,0,A,1000,126500,G,
0.275244,,Cancel,227750651,,,-2000,,,
0.275244,,Insert,227750695,0,A,2000,161000,G,
0.275323,,Insert,227750715,0,A,1000,126500,G,
0.286107,,Cancel,227750715,,,-1000,,,
0.324079,,Insert,227751151,0,B,2000,125100,G,
0.333351,,Insert,227751235,0,A,1000,126500,G,
0.346536,,Cancel,227750655,,,-980,,,
0.346582,,Insert,227751551,0,A,1000,126400,G,
0.346584,,Insert,227751555,0,A,1000,126400,G,
0.346607,,Cancel,227749355,,,-2000,,,
0.346608,,Cancel,227750075,,,-1000,,,
0.346657,,Cancel,227750695,,,-2000,,,
0.346657,,Insert,227751571,0,A,2000,160900,G,
0.347718,,Insert,227751595,0,A,8000,126500,G,
0.35501,,Cancel,227749119,,,-1000,,,
0.355128,,Cancel,227747903,,,-1000,,,
0.372675,,Insert,227752003,0,A,2000,126700,G,
0.401216,,Cancel,227749107,,,-1060,,,
0.401493,,Cancel,227749111,,,-1060,,,
0.406757,,Insert,5043972,1,B,42,124600,G,
0.434842,,Cancel,227751595,,,-8000,,,
0.435057,,Cancel,227751551,,,-1000,,,
0.435061,,Cancel,227751555,,,-1000,,,
0.43509,,Insert,227752371,0,A,1000,126600,G,
0.435527,,Insert,227752391,0,A,980,127000,G,
0.43555,,Insert,227752399,0,B,1000,126000,G,
0.435654,,Insert,227752427,0,B,1000,126300,G,
0.435713,,Cancel,227751571,,,-2000,,,
0.435713,,Insert,227752439,0,A,2000,161000,G,
0.437049,,Cancel,227752427,,,-1000,,,
0.437082,,Cancel,227751235,,,-1000,,,
0.449168,,Insert,5043973,1,B,146,126600,G,
0.465114,,Cancel,227752391,,,-980,,,
0.465119,,Insert,227753003,0,A,1000,126600,G,
0.465129,,Cancel,227752399,,,-1000,,,
0.465274,,Insert,227753011,0,A,980,127000,G,
0.465311,,Cancel,227752439,,,-2000,,,
0.465311,,Insert,227753015,0,A,2000,160900,G,
0.465359,,Cancel,227753015,,,-2000,,,
0.465359,,Insert,227753019,0,A,2000,161000,G,
0.465482,,Insert,5043974,1,A,37,125800,G,
0.472789,,Insert,227753079,0,A,1000,126400,G,
0.472814,,Cancel,227753011,,,-980,,,
0.472814,,Cancel,227752371,,,-1000,,,
0.472815,,Cancel,227753003,,,-1000,,,
0.472863,,Cancel,227753019,,,-2000,,,
0.472863,,Insert,227753083,0,A,2000,160900,G,
0.47324,,Insert,227753111,0,B,1000,126000,G,
0.473272,,Cancel,227753079,,,-1000,,,
0.473302,,Insert,227753119,0,B,1000,126300,G,
0.473337,,Insert,227753127,0,A,980,127000,G,
0.473351,,Cancel,227753083,,,-2000,,,
0.473351,,Insert,227753131,0,A,2000,161000,G,
0.474118,test2,Insert,4,1,B,40,125800,F,
0.474118,test2,Cancel,4,,,-40,,,
0.475751,test2,Insert,5,1,A,40,125800,F,
0.475751,test2,Trade,5,1,A,40,126600,,1013
0.476311,test2,Hedge,6,0,B,40,126500,,
0.481687,,Cancel,227752003,,,-2000,,,
0.481815,,Insert,227753195,0,B,1000,126300,G,
0.481903,,Cancel,227750691,,,-1000,,,
0.482291,,Insert,227753231,0,B,1000,126300,G,
0.483076,,Cancel,227749947,,,-580,,,
0.496162,,Insert,227753411,0,B,980,126300,G,
0.496188,,Insert,227753415,0,B,1000,126300,G,
0.496192,,Insert,227753419,0,A,3000,126600,G,
0.496197,,Cancel,227753231,,,-1000,,,
0.498173,,Cancel,227753415,,,-1000,,,
0.501077,,Cancel,7001700,,,-10000,,,
0.501077,,Cancel,7001701,,,-9960,,,
0.501077,,Insert,7001702,1,A,10000,127000,G,
0.501077,,Insert,7001703,1,B,10000,125800,G,
0.504488,,Cancel,227750551,,,-1000,,,
0.509339,,Insert,227753579,0,B,580,126300,G,
0.509346,,Cancel,227749887,,,-980,,,
0.509356,,Insert,227753583,0,B,1000,126400,G,
0.509368,,Insert,227753587,0,B,1000,126300,G,
0.509379,,Insert,227753591,0,B,8000,126400,G,
0.509381,,Cancel,227753587,,,-1000,,,
0.509393,,Insert,227753599,0,B,3000,126100,G,
0.509396,,Cancel,227749931,,,-1000,,,
0.509406,,Cancel,227749891,,,-1000,,,
0.509447,,Cancel,227749911,,,-980,,,
0.509452,,Cancel,227749915,,,-2000,,,
0.509452,,Insert,227753619,0,B,2000,92600,G,
0.509482,,Insert,227753623,0,A,1000,126600,G,
0.509574,,Insert,227753631,0,A,1000,126500,G,
0.509585,,Insert,227753635,0,B,1000,126000,G,
0.510878,,Cancel,227753631,,,-1000,,,
0.510914,,Insert,227753935,0,B,1000,126400,G,
0.5112,,Insert,227754051,0,B,1000,126100,G,
0.511438,,Insert,227754211,0,A,1000,127900,G,
0.511449,,Cancel,227753131,,,-2000,,,
0.511449,,Insert,227754215,0,A,2000,161100,G,
0.512065,,Cancel,227754051,,,-1000,,,
0.512093,,Cancel,227753195,,,-1000,,,
0.515122,,Cancel,227753935,,,-1000,,,
0.515501,,Cancel,227754215,,,-2000,,,
0.515501,,Insert,227754603,0,A,2000,161000,G,
0.518432,,Insert,227754767,0,B,2000,126100,G,
0.518437,,Cancel,227753419,,,-3000,,,
0.518445,,Cancel,227751151,,,-2000,,,
0.518535,,Cancel,227754603,,,-2000,,,
0.518535,,Insert,227754811,0,A,2000,161100,G,
0.518955,,Insert,227754883,0,B,1000,126500,G,
0.518965,,Insert,227754891,0,B,980,126400,G,
0.519046,,Cancel,227753619,,,-2000,,,
0.519046,,Insert,227754919,0,B,2000,92700,G,
0.519118,,Cancel,227753623,,,-1000,,,
0.519278,,Cancel,227749151,,,-3000,,,
0.519403,,Cancel,227749039,,,-1000,,,
0.51956,,Insert,227755159,0,B,2000,126200,G,
0.51962,,Insert,227755195,0,B,8000,126500,G,
0.520233,,Insert,227755727,0,B,980,126500,G,
0.520283,,Insert,227755771,0,B,50,126400,G,
0.520297,,Insert,227755799,0,B,1000,126500,G,
0.520329,,Cancel,227755727,,,-980,,,
0.520332,,Insert,227755835,0,A,980,127100,G,
0.520361,,Insert,227755863,0,B,8000,126500,G,
0.520379,,Insert,227755879,0,B,1000,126500,G,
0.520458,,Insert,227755923,0,B,980,126500,G,
0.520487,,Insert,227755951,0,B,1000,126500,G,
0.520786,,Insert,227756207,0,B,1000,126200,G,
0.520861,,Insert,227756291,0,A,980,126700,G,
0.520947,,Insert,4783978,0,B,1000,126600,F,
0.520947,,Cancel,4783978,,,-1000,,,
0.52097,,Insert,227756391,0,B,1000,126500,G,
0.52097,,Insert,227756395,0,B,1000,126500,G,
0.520979,,Insert,227756407,0,B,170,126500,G,
0.520994,,Insert,227756419,0,B,1000,126600,G,
0.521004,,Insert,227756427,0,B,1000,126600,G,
0.521004,,Insert,227756435,0,B,1000,126500,G,
0.521016,,Insert,227756447,0,A,5000,126900,G,
0.521026,,Cancel,227755863,,,-8000,,,
0.521026,,Cancel,227756391,,,-1000,,,
0.521026,,Insert,227756467,0,B,1000,126600,G,
0.521026,,Cancel,227756395,,,-1000,,,
0.521026,,Insert,227756471,0,B,1000,126600,G,
0.521034,,Insert,227756483,0,B,3000,126300,G,
0.521034,,Cancel,227753599,,,-3000,,,
0.52105,,Insert,227756519,0,B,8000,126600,G,
0.521071,,Insert,227756555,0,A,980,127200,G,
0.521071,,Cancel,227756291,,,-980,,,
0.521223,,Insert,227756679,0,A,1000,126700,G,
0.521228,,Insert,227756683,0,A,1000,126700,G,
0.521228,,Cancel,227756427,,,-1000,,,
0.521234,,Insert,227756695,0,A,1000,126700,G,
0.521247,,Cancel,227756407,,,-170,,,
0.521251,,Cancel,227756447,,,-5000,,,
0.521261,,Insert,227756715,0,A,590,126700,G,
0.521261,,Insert,227756719,0,A,3000,126900,G,
0.521278,,Cancel,227754811,,,-2000,,,
0.521278,,Insert,227756743,0,A,2000,161200,G,
0.521286,,Insert,227756771,0,A,980,126700,G,
0.521367,,Cancel,227754919,,,-2000,,,
0.521367,,Insert,227756843,0,B,2000,92800,G,
0.52142,,Cancel,227756207,,,-1000,,,
0.521438,,Cancel,227756419,,,-1000,,,
0.521484,,Insert,227756939,0,B,1000,126300,G,
0.521495,,Insert,227756955,0,A,1000,126700,G,
0.521497,,Cancel,227756743,,,-2000,,,
0.521497,,Insert,227756967,0,A,2000,161300,G,
0.521543,,Insert,227757047,0,A,1000,126700,G,
0.521553,,Cancel,227756967,,,-2000,,,
0.521553,,Insert,227757087,0,A,2000,161200,G,
0.521627,,Cancel,227755923,,,-980,,,
0.521638,,Insert,227757155,0,A,1000,127700,G,
0.52165,,Cancel,227757047,,,-1000,,,
0.522015,,Cancel,227756467,,,-1000,,,
0.52243,,Insert,227757699,0,B,980,126500,G,
0.522457,,Cancel,227756955,,,-1000,,,
0.522466,,Cancel,227756683,,,-1000,,,
0.522981,,Cancel,227756771,,,-980,,,
0.523237,,Cancel,227756715,,,-590,,,
0.52345,,Insert,227757955,0,B,1000,126300,G,
0.523647,,Insert,227757975,0,B,1000,126100,G,
0.523749,,Cancel,227757955,,,-1000,,,
0.523837,,Cancel,227756679,,,-1000,,,
0.523934,,Cancel,227756695,,,-1000,,,
0.523948,,Insert,227758131,0,B,1000,126600,G,
0.524287,,Cancel,227755771,,,-50,,,
0.524543,,Cancel,227757087,,,-2000,,,
0.524543,,Insert,227758375,0,A,2000,161300,G,
0.524806,,Cancel,227758375,,,-2000,,,
0.524806,,Insert,227758495,0,A,2000,161200,G,
0.525983,,Insert,227759035,0,A,1000,126700,G,
0.526036,,Cancel,227758131,,,-1000,,,
0.526435,,Cancel,227756519,,,-8000,,,
0.526466,,Cancel,227755951,,,-1000,,,
0.526466,,Cancel,227755195,,,-8000,,,
0.526466,,Cancel,227757699,,,-980,,,
0.526466,,Cancel,227756471,,,-1000,,,
0.526478,,Insert,227759247,0,A,1000,126700,G,
0.526478,,Insert,227759251,0,A,1000,126700,G,
0.526501,,Insert,227759279,0,A,1000,128000,G,
0.526503,,Cancel,227755799,,,-1000,,,
0.526508,,Insert,227759291,0,A,1000,126700,G,
0.526521,,Cancel,227756435,,,-1000,,,
0.526525,,Insert,227759307,0,A,590,126700,G,
0.526529,,Insert,227759315,0,A,980,126700,G,
0.526551,,Cancel,227755879,,,-1000,,,
0.526569,,Insert,227759331,0,A,1000,126700,G,
0.526672,,Cancel,227756483,,,-3000,,,
0.526734,,Insert,227759371,0,B,980,125900,G,
0.526907,,Cancel,227756843,,,-2000,,,
0.526907,,Insert,227759415,0,B,2000,92700,G,
0.527564,,Cancel,227746139,,,-1000,,,
0.528547,,Insert,227759763,0,A,1000,131700,G,
0.529159,,Cancel,227759315,,,-980,,,
0.529243,,Cancel,227759307,,,-590,,,
0.529245,,Insert,227759835,0,B,590,126500,G,
0.529271,,Insert,227759839,0,B,1000,126500,G,
0.529278,,Insert,227759851,0,B,1000,126200,G,
0.529278,,Insert,227759855,0,B,1000,126500,G,
0.5293,,Cancel,227759331,,,-1000,,,
0.529327,,Cancel,227759247,,,-1000,,,
0.529327,,Cancel,227759291,,,-1000,,,
0.529394,,Insert,227759883,0,B,980,126500,G,
0.529424,,Insert,227759891,0,B,1000,126600,G,
0.529444,,Cancel,227759839,,,-1000,,,
0.529456,,Insert,227759899,0,B,3000,126200,G,
0.529505,,Cancel,227759415,,,-2000,,,
0.529505,,Insert,227759903,0,B,2000,92800,G,
0.529525,,Cancel,227759371,,,-980,,,
0.529795,,Cancel,227759251,,,-1000,,,
0.530571,,Cancel,227759035,,,-1000,,,
0.530984,,Cancel,227758495,,,-2000,,,
0.530984,,Insert,227760115,0,A,2000,161300,G,
0.53119,,Insert,227760139,0,A,1000,126700,G,
0.531281,,Cancel,227760115,,,-2000,,,
0.531281,,Insert,227760151,0,A,2000,161200,G,
0.531937,,Cancel,227760139,,,-1000,,,
0.532011,,Cancel,227760151,,,-2000,,,
0.532011,,Insert,227760243,0,A,2000,161300,G,
0.532508,,Insert,227760287,0,B,1000,126600,G,
0.534232,,Insert,227760495,0,A,1000,126700,G,
0.53431,,Cancel,227760495,,,-1000,,,
0.534321,,Cancel,227760243,,,-2000,,,
0.534321,,Insert,227760503,0,A,2000,161200,G,
0.534375,,Insert,227760515,0,A,1000,126700,G,
0.534405,,Cancel,227760503,,,-2000,,,
0.534405,,Insert,227760519,0,A,2000,161300,G,
0.534472,,Cancel,227760519,,,-2000,,,
0.534472,,Insert,227760527,0,A,2000,161200,G,
0.535895,,Insert,227760659,0,A,1000,127100,G,
0.540124,,Cancel,227760515,,,-1000,,,
0.540153,,Insert,227760787,0,A,1000,126900,G,
0.540181,,Insert,227760791,0,A,1000,126800,G,
0.540399,,Insert,227760807,0,A,1000,126700,G,
0.540423,,Cancel,227760787,,,-1000,,,
0.540852,,Cancel,227760807,,,-1000,,,
0.540968,,Insert,227760827,0,A,8000,126800,G,
0.548558,,Insert,227761035,0,B,8000,126500,G,
0.548568,,Insert,227761043,0,B,1000,126600,G,
0.548692,,Insert,227761047,0,A,1000,126700,G,
0.548727,,Insert,227761051,0,B,8000,126600,G,
0.548959,,Cancel,227761047,,,-1000,,,
0.549081,,Cancel,227760827,,,-8000,,,
0.549187,,Cancel,227760791,,,-1000,,,
0.550601,,Insert,227761139,0,A,8000,127500,G,
0.550606,,Insert,227761143,0,A,1000,126700,G,
0.550615,,Insert,227761151,0,A,8000,126900,G,
0.550628,,Insert,227761159,0,A,8000,126800,G,
0.550635,,Cancel,227761139,,,-8000,,,
0.550983,,Cancel,227761143,,,-1000,,,
0.552473,,Insert,227761227,0,A,1000,126700,G,
0.556155,,Cancel,227760287,,,-1000,,,
0.557588,,Cancel,227761227,,,-1000,,,
0.557662,,Insert,227761419,0,A,1000,126700,G,
0.578438,,Cancel,227761043,,,-1000,,,
0.581643,,Cancel,227759835,,,-590,,,
0.581644,,Insert,227761779,0,A,590,126700,G,
0.581673,,Insert,227761783,0,A,1000,126700,G,
0.5817,,Insert,227761787,0,A,2000,127000,G,
0.582127,,Cancel,227759891,,,-1000,,,
0.582155,,Cancel,227761051,,,-8000,,,
0.582233,,Insert,227761803,0,A,980,126700,G,
0.582397,,Cancel,227759851,,,-1000,,,
0.582433,,Insert,227761815,0,B,980,125900,G,
0.582444,,Insert,227761819,0,B,1000,126500,G,
0.582468,,Insert,227761823,0,A,1000,126700,G,
0.582478,,Insert,227761827,0,B,1000,126200,G,
0.582533,,Cancel,227759883,,,-980,,,
0.582555,,Insert,227761835,0,A,1000,126700,G,
0.58256,,Cancel,227759903,,,-2000,,,
0.58256,,Insert,227761843,0,B,2000,92700,G,
0.582798,,Cancel,227761827,,,-1000,,,
0.582855,,Insert,227761883,0,A,1000,126700,G,
0.591193,,Cancel,227761035,,,-8000,,,
0.591195,,Cancel,227761819,,,-1000,,,
0.591222,,Cancel,227759855,,,-1000,,,
0.591232,,Cancel,227761823,,,-1000,,,
0.591283,,Insert,227762131,0,A,1000,126700,G,
0.591344,,Insert,227762159,0,A,1000,126800,G,
0.591516,,Insert,227762259,0,A,8000,126700,G,
0.591597,,Cancel,227756555,,,-980,,,
0.591679,,Cancel,227760527,,,-2000,,,
0.591679,,Insert,227762331,0,A,2000,161100,G,
0.591905,,Insert,227762423,0,A,1000,126600,G,
0.59193,,Cancel,227762159,,,-1000,,,
0.591937,,Insert,227762427,0,A,3000,126800,G,
0.591938,,Cancel,227756719,,,-3000,,,
0.592721,,Cancel,227754883,,,-1000,,,
0.592752,,Insert,227762671,0,B,590,126400,G,
0.592752,,Insert,227762675,0,A,1000,126600,G,
0.592761,,Insert,227762683,0,A,1000,127000,G,
0.594762,,Insert,227762975,0,B,1000,126500,G,
0.670416,,Insert,227764815,0,B,1000,124900,G,
0.678182,,Cancel,227762423,,,-1000,,,
0.678651,,Cancel,227762675,,,-1000,,,
0.678683,,Insert,227764955,0,A,1000,126800,G,
0.684492,,Insert,227765107,0,A,1000,126600,G,
0.684516,,Cancel,227764955,,,-1000,,,
0.700416,,Insert,227765223,0,A,1000,128100,G,
0.731151,,Insert,227765595,0,B,2000,125300,G,
0.731702,test2,Insert,7,1,B,180,126600,F,
